record_kind,id,slug,title,brotherhood,record_type,municipality,record_date,initial_status,final_status,classification,sources,entity_relations,outing_entities,bands
"outing","b8c820ff-e92d-4f14-9007-c43d6808389f","huevar-virgen-sangre-2026-09-12","Procesión de Gloria de María Santísima de la Sangre Coronada 2026","Hermandad de la Vera Cruz y María Santísima de la Sangre Coronada","Procesión de Gloria","Huévar del Aljarafe","2026-09-12","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"outing","c0bac089-d179-4a2c-82c0-7f0d22a5ebe4","nuestra-senora-juncal-salida-2026","Salida procesional de Nuestra Señora del Juncal 2026","Real Hermandad Sacramental del Juncal","Procesión de gloria","Sevilla","2026-09-12","announced","announced","sin evidencia posterior suficiente","3","0","1","1"
"outing","f5d2e6a6-21b4-4462-9510-e4f9292ae4af","gerena-sangre-2026","María Santísima de la Sangre","Vera-Cruz y Virgen de la Sangre de Gerena","Procesión extraordinaria","Gerena","2026-09-12","announced","held","celebración confirmada","5","0","2","0"
"cult_occurrence","33dc7dfa-86eb-4447-ad72-79cbe66a27cc","—","Función Principal en honor de Nuestra Señora de Guadalupe","Franciscana Hermandad de Nuestra Señora de Guadalupe","Función Principal","Sevilla","2026-09-13","announced","announced","sin evidencia posterior suficiente","2","0","0","0"
"cult_occurrence","38ca282e-f80f-40aa-9ee1-17232c04e6d4","—","Función Principal de Instituto a Nuestra Señora de la Luz","Antigua, Real e Ilustre Hermandad de Nuestra Señora de la Luz","Función Principal","Sevilla","2026-09-13","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"cult_occurrence","41c34344-96b6-4820-a326-cb611f30fcc9","—","Función Principal en honor de la Divina Pastora de Santa Marina","Pastora de Santa Marina","Función Principal","Sevilla","2026-09-13","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"cult_occurrence","6946226b-d236-4cab-a1c8-8e774171e4cb","—","Función solemne en honor de María Santísima de las Maravillas","Las Maravillas de San Diego","Función solemne","Sevilla","2026-09-13","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"cult_occurrence","770ce06c-6ada-42b2-8d34-3f8a37d2b038","—","Función Principal en honor de la Divina Pastora de Triana","Pastora de Triana","Función Principal","Sevilla","2026-09-13","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"cult_occurrence","da86e535-3237-41d9-a210-a6de3ee7f1ea","—","Función Principal de Instituto","Real Hermandad Sacramental del Juncal","Función Principal","Sevilla","2026-09-13","announced","announced","sin evidencia posterior suficiente","2","0","0","0"
"outing","47979b6e-8d3c-443f-9641-3494db3b5fdb","camas-dolores-2026-09-13","Procesión de Gloria de Nuestra Señora de los Dolores Coronada 2026","Hermandad Sacramental de Camas","Procesión de Gloria","Camas","2026-09-13","announced","announced","sin evidencia posterior suficiente","3","0","0","1"
"cult_occurrence","516a9cda-af3e-4d46-bcb7-8310a370f566","—","Función de la Santa Cruz","La Resurrección","funcion","Sevilla","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","1","0","0"
"cult_occurrence","c3e00e2f-a5eb-4a53-95b7-475e2a1bf03a","—","Función Principal de Instituto del Santísimo Cristo de la Vera Cruz","Vera Cruz de Tocina","Función Principal","Tocina","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"cult_occurrence","e8a729e6-3f7c-47ea-a2d1-7e8d0440ff64","—","Exaltación de la Santa Cruz y Procesión Eucarística 2026","Hermandad de San Bernardo","Función y Procesión","Sevilla","2026-09-14","announced","held","celebración confirmada","3","0","0","0"
"event","095e94f3-c887-487d-b3e1-1a35401b44ca","reunion-costaleros-salida-virgen-prado-la-paz-2026-09-14","Reunión de costaleros para la salida de Nuestra Señora del Prado","Hermandad de la Paz","reunion_cuadrilla","Sevilla","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"event","8b0e89bf-9c69-45f7-9230-52cf367b8567","iguala-y-traslado-paso-divina-pastora-santa-marina-2026","Igualá y traslado del paso de la Divina Pastora de Santa Marina","Pastora de Santa Marina","iguala","Sevilla","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"event","96acac00-adc3-42e1-a33d-3fa52d1fd712","muda-salida-virgen-prado-la-paz-2026-09-14","Mudá para la salida de Nuestra Señora del Prado","Hermandad de la Paz","muda","Sevilla","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"event","9adb7234-800e-4670-92f4-05e5264580ea","iguala-cuadrilla-baja-salida-virgen-prado-la-paz-2026-09-14","Igualá de la cuadrilla baja para la salida de Nuestra Señora del Prado","Hermandad de la Paz","iguala","Sevilla","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"event","fe3e5a51-262a-41f8-a9e9-6f0c461f487b","ensayo-cuadrilla-alta-virgen-cuatrovitas-2026-09-14","Ensayo de la cuadrilla alta de la Virgen de Cuatrovitas","Hermandad de Cuatrovitas","ensayo","Bollullos de la Mitación","2026-09-14","announced","announced","sin evidencia posterior suficiente","1","0","0","0"
"outing","323a20d6-b16e-4004-b171-351ecc420a2d","tocina-vera-cruz-2026-09-14","Procesión de Gloria del Santísimo Cristo de la Vera Cruz 2026","Vera Cruz de Tocina","Procesión de Gloria","Tocina","2026-09-14","announced","held","celebración confirmada","3","0","1","1"
"outing","34fd555f-8ca2-4651-90d6-ff7712635ec4","san-bernardo-procesion-santisimo-2026-09-14","Procesión con el Santísimo Sacramento de San Bernardo 2026","Hermandad de San Bernardo","Procesión eucarística","Sevilla","2026-09-14","announced","held","celebración confirmada","4","0","0","0"
