branch,sha,committed_at,subject,behind_main,ahead_main,unique_commits,pr_disposition,pr_number,pr_url,proposed_action,cleanup_status
agent/tira-del-hilo-2-9-gratis,dc218788365c1645964bfe56e2f301f928d402dc,2026-08-22T16:14:13+02:00,Convierte enlaces de escucha en resultados navegables,1117,5,5,merged_exact_tip,210,https://github.com/nachosanchezperez-ux/base-cofrade/pull/210,candidate_for_authorized_cleanup,deleted
agent/tira-del-hilo-2-9-modo-conversacion,42b7f4206606d2ed098ff379ae7395819cee13e7,2026-08-22T03:08:41+02:00,Cubre enlaces saneados al restaurar conversación,1207,9,9,merged_exact_tip,165,https://github.com/nachosanchezperez-ux/base-cofrade/pull/165,candidate_for_authorized_cleanup,deleted
agent/viernes-dolores-relacional-20260823,6b0e44d3e78e2c22b652c2fbdd120320c1e6ffad,2026-08-23T03:07:22+02:00,Alinea las relaciones del Viernes de Dolores con Supabase,1000,2,2,merged_exact_tip,237,https://github.com/nachosanchezperez-ux/base-cofrade/pull/237,candidate_for_authorized_cleanup,deleted
archive/pre-cleanup-20260909,1261c3d1d7da023faa0449ed2cd2b69fef7fabe1,2026-09-09T09:48:37+02:00,Archivo recuperable previo a la limpieza de ramas del 9 de septiembre de 2026,2,1512,1483,no_pr,,,preserve_policy,preserved
chore/bandas-public-authority-20260823,09373c8a4b3f09fc29e71842f6864db0021e1d76,2026-08-23T19:44:49+02:00,Añade barrera de regresión para la autoridad pública de Bandas,942,4,4,merged_exact_tip,271,https://github.com/nachosanchezperez-ux/base-cofrade/pull/271,candidate_for_authorized_cleanup,deleted
chore/extraordinarias-public-authority-20260823,77f0de57ce283f6a399d8097cbd065fc8d8514a5,2026-08-23T20:16:13+02:00,Añade barrera de regresión para Extraordinarias públicas,939,3,3,merged_exact_tip,274,https://github.com/nachosanchezperez-ux/base-cofrade/pull/274,candidate_for_authorized_cleanup,deleted
chore/first-edition-completion-20260826,34d5963e0a57c2f8c94c856d8e7bb618aa5f0c4d,2026-08-26T14:58:24+02:00,Guard the closed public collaboration channel,793,2,2,merged_exact_tip,363,https://github.com/nachosanchezperez-ux/base-cofrade/pull/363,candidate_for_authorized_cleanup,deleted
chore/hilo-orquestador-estado-20260823,352e3e788c90b8d642d845b19753aec2098c2635,2026-08-23T11:51:14+02:00,Aclara el baseline del registro operativo,990,3,3,merged_exact_tip,248,https://github.com/nachosanchezperez-ux/base-cofrade/pull/248,candidate_for_authorized_cleanup,deleted
chore/identidad-corporativa-oficial-20260831,0ced56596f7d4e21dec542287c85ee3c4806c61c,2026-08-31T20:14:00+02:00,test: añade auditoría de identidad corporativa,452,13,13,no_pr,,,preserve_unique_work,preserved
chore/pasos-public-authority-reconcile-20260823,fc978330adfaf39f6de4c6a600d9f197e2991f82,2026-08-23T17:29:54+02:00,Blinda la autoridad pública de Pasos,955,2,2,no_pr,,,preserve_unique_work,preserved
chore/personas-public-authority-20260823,abf33e24adb6301ff246b45e57b646fdce7d437f,2026-08-23T23:21:07+02:00,Alinea la regresión de Personas con la migración remota,922,6,6,closed_unmerged_exact_tip,288,https://github.com/nachosanchezperez-ux/base-cofrade/pull/288,preserve_unique_work,preserved
chore/rebuild-pr214-20260823,534a203900b682c73beff90b04bcd4a98853e391,2026-08-23T13:04:08+02:00,Documenta autoridad pública de Hermandades,985,2,2,no_pr,,,preserve_unique_work,preserved
chore/reconcile-habit-media-migration-20260824,2ed43151100eb1f36e31e2f47e32a2735d62b4b5,2026-08-24T01:29:19+02:00,Cierra la normalización de rutas de hábitos,901,3,3,merged_exact_tip,307,https://github.com/nachosanchezperez-ux/base-cofrade/pull/307,candidate_for_authorized_cleanup,deleted
chore/reconcile-personas-migration-20260823,28592db7083f9eabbc7af9d0c61b65f0f62c721e,2026-08-23T23:23:40+02:00,Amplía la regresión final de autoridad pública de Personas,921,2,2,merged_exact_tip,289,https://github.com/nachosanchezperez-ux/base-cofrade/pull/289,candidate_for_authorized_cleanup,deleted
chore/reconcilia-migracion-amparo,a816e4376ffdd436717a380d49ca610b07bdb2eb,2026-09-02T14:20:30+02:00,Retira versión local de la migración del Amparo,356,2,2,merged_exact_tip,552,https://github.com/nachosanchezperez-ux/base-cofrade/pull/552,candidate_for_authorized_cleanup,deleted
chore/redeploy-main-20260821,9ce53c21045fd2ecc3b58e194eae3496cf68a974,2026-08-21T18:27:28+02:00,Activa de nuevo el despliegue automático,1300,2,1,merged_exact_tip,123,https://github.com/nachosanchezperez-ux/base-cofrade/pull/123,candidate_for_authorized_cleanup,deleted
codex/audita-presentacion-pueblo,47ae9b53043f5f9762000fa83fb698c757d67171,2026-09-01T00:05:21+02:00,chore: tolera previews Supabase sin datos editoriales,436,2,2,merged_exact_tip,478,https://github.com/nachosanchezperez-ux/base-cofrade/pull/478,candidate_for_authorized_cleanup,deleted
codex/certifica-el-juncal,d97a3119aa347694dbfa057f1d12c04573e4e21a,2026-09-07T00:54:15+02:00,Documenta la certificación de El Juncal,68,2,2,merged_exact_tip,674,https://github.com/nachosanchezperez-ux/base-cofrade/pull/674,candidate_for_authorized_cleanup,deleted
codex/certifica-la-carreteria,8fe7e9fdc3bf31ccddfe3a4b8ac871afae4eaf59,2026-09-07T00:05:07+02:00,Sincroniza el estado tras cerrar La Carretería,73,2,2,merged_exact_tip,670,https://github.com/nachosanchezperez-ux/base-cofrade/pull/670,candidate_for_authorized_cleanup,deleted
codex/cierra-consolacion-osuna,3b3b88b366cbe1c06186d8fb385b4b5002771049,2026-09-06T12:03:47+02:00,Certifica el cierre avanzado de Consolación de Osuna,92,4,4,merged_exact_tip,661,https://github.com/nachosanchezperez-ux/base-cofrade/pull/661,candidate_for_authorized_cleanup,deleted
codex/cierra-los-negritos,4b4f8d6317446431fa484ce39495befce250cf09,2026-09-07T01:40:06+02:00,Autoriza el escudo oficial de Los Negritos,66,2,2,merged_exact_tip,676,https://github.com/nachosanchezperez-ux/base-cofrade/pull/676,candidate_for_authorized_cleanup,deleted
codex/cierra-orden-operativo-20260909,418ce4fd8955412d4010f3a6fc1921b4c08a43ee,2026-09-09T03:38:44+02:00,Corrige el formato del cierre concurrente,13,3,3,merged_exact_tip,714,https://github.com/nachosanchezperez-ux/base-cofrade/pull/714,candidate_for_authorized_cleanup,deleted
codex/cierra-pasion-y-muerte,71416afe4444d1eaa03a0b056f3f697cd6f3676d,2026-09-07T01:46:53+02:00,Actualiza el contrato de Pasión y Muerte,64,2,1,merged_exact_tip,677,https://github.com/nachosanchezperez-ux/base-cofrade/pull/677,candidate_for_authorized_cleanup,deleted
codex/cierra-purisima-la-algaba,8c0730f1845bc9711966ddc44f0dd5ae126dd62b,2026-09-06T09:16:11+02:00,Certifica el cierre avanzado de la Purísima de La Algaba,94,3,3,merged_exact_tip,657,https://github.com/nachosanchezperez-ux/base-cofrade/pull/657,candidate_for_authorized_cleanup,deleted
codex/completa-bandas-sol-carmen-20260820,9d3850a68cdcbd1fc912762ae28a7da8fc6e884e,2026-08-20T12:18:25+02:00,Completa las fichas de la Banda del Sol y el Carmen,1370,2,2,merged_exact_tip,67,https://github.com/nachosanchezperez-ux/base-cofrade/pull/67,candidate_for_authorized_cleanup,deleted
codex/cruz-roja-fase1-documental-20260901,b1402bf409048d40082c854461937767ff0f3eb9,2026-09-01T02:40:40+02:00,chore(db): elimina versión provisional de Cruz Roja,418,5,4,merged_exact_tip,491,https://github.com/nachosanchezperez-ux/base-cofrade/pull/491,candidate_for_authorized_cleanup,deleted
codex/documenta-publicacion-nino-jesus-san-bernardo,0f2dc328d7f54002a12a69629772297515f8f31a,2026-09-06T08:17:23+02:00,Corrige la versión aplicada de Jesús Despojado,95,2,2,merged_exact_tip,656,https://github.com/nachosanchezperez-ux/base-cofrade/pull/656,candidate_for_authorized_cleanup,deleted
codex/enlaces-interes-bandas,67bd6fec3b1a71d0adbecff925b67a446a831c6c,2026-08-13T16:28:16+02:00,Añade migración de enlaces de interés y Spotify,1611,8,8,merged_exact_tip,11,https://github.com/nachosanchezperez-ux/base-cofrade/pull/11,candidate_for_authorized_cleanup,deleted
codex/fix-panel-mark-aspect,3faed5e5effa4b0a1879389cde06e5eeddc56dd0,2026-09-07T12:28:39+02:00,Protege la caja cuadrada de las marcas,54,2,2,merged_exact_tip,688,https://github.com/nachosanchezperez-ux/base-cofrade/pull/688,candidate_for_authorized_cleanup,deleted
codex/fix-panel-mark-height,7e73cc3ae7c17434354f32faa5a9a777ee951d43,2026-09-07T08:48:52+02:00,Protege la prioridad del alto en las marcas,57,2,2,merged_exact_tip,685,https://github.com/nachosanchezperez-ux/base-cofrade/pull/685,candidate_for_authorized_cleanup,deleted
codex/fix-panel-mark-proportions,6c6cd738af5f897def27b371659a4f4e5c45db51,2026-09-07T08:43:57+02:00,Protege las proporciones de las marcas del panel,58,2,2,merged_exact_tip,684,https://github.com/nachosanchezperez-ux/base-cofrade/pull/684,candidate_for_authorized_cleanup,deleted
codex/fix-panel-source-links-scale,0cadfe5ea6e08191a35aa5bc2001bd8790d4aac0,2026-09-07T18:24:16+02:00,Protege los vínculos de Fuentes por encima de 1000 filas,50,2,2,merged_exact_tip,694,https://github.com/nachosanchezperez-ux/base-cofrade/pull/694,candidate_for_authorized_cleanup,deleted
codex/fotos-completas-la-cena-20260820,300fe886c0146cc11269bcf27b7356c8b2feb4f8,2026-08-21T00:09:04+02:00,Alinea la versión de la migración fotográfica,1341,2,2,merged_exact_tip,89,https://github.com/nachosanchezperez-ux/base-cofrade/pull/89,candidate_for_authorized_cleanup,deleted
codex/hc-016-3-safe-importer,50869aec598bee9e0c8001cd3c1bde66b817637b,2026-09-07T14:43:40+02:00,HC-016.3 · test/hc-016-safe-importer.test.js,53,13,13,merged_exact_tip,689,https://github.com/nachosanchezperez-ux/base-cofrade/pull/689,candidate_for_authorized_cleanup,deleted
codex/hc-016-3-state-sync,e9eff6e1f50c12b5a1491270a9949b1b0c3bdcf0,2026-09-07T17:18:13+02:00,Sincroniza el estado canónico tras HC-016.3,52,1,1,closed_unmerged_exact_tip,691,https://github.com/nachosanchezperez-ux/base-cofrade/pull/691,preserve_unique_work,preserved
codex/hc-016-apply-update-guard,18a6dd8f65db12d2e6eda83d3a8340bbe8ba74e3,2026-09-07T19:54:27+02:00,Añade regresiones para Apply parcial y RLS no escribible,49,3,3,merged_exact_tip,695,https://github.com/nachosanchezperez-ux/base-cofrade/pull/695,candidate_for_authorized_cleanup,deleted
codex/hc016-authorship-check,a3617118d9ed626db4420f0482912931a5b14d92,2026-09-08T16:39:23+02:00,Añade regresión de autorías inválidas,26,2,2,merged_exact_tip,705,https://github.com/nachosanchezperez-ux/base-cofrade/pull/705,candidate_for_authorized_cleanup,deleted
codex/hc016-outing-route-label,8bc67cb405d11ac05b9c55b7d8317acb80ce9b7c,2026-09-08T17:01:05+02:00,Añade regresión del rótulo Recorrido,25,2,2,merged_exact_tip,706,https://github.com/nachosanchezperez-ux/base-cofrade/pull/706,candidate_for_authorized_cleanup,deleted
codex/las-aguas-salidas-habituales,28e825ab0485617ff5e21bc8a79779a199fbceba,2026-09-06T21:50:33+02:00,Protege las salidas habituales de Las Aguas,83,2,2,merged_exact_tip,666,https://github.com/nachosanchezperez-ux/base-cofrade/pull/666,candidate_for_authorized_cleanup,deleted
codex/logo-sol-sin-margenes-20260820,c70e56eb32f34219a8317959323d2f36f1ecedb2,2026-08-20T12:02:06+02:00,Ajusta el logo de la Banda del Sol sin márgenes,1371,3,3,merged_exact_tip,66,https://github.com/nachosanchezperez-ux/base-cofrade/pull/66,candidate_for_authorized_cleanup,deleted
codex/ordena-estado-operativo-20260909,85885db42420d61e30d8f476d9498e1aab0adcfd,2026-09-09T03:32:16+02:00,Ordena el tablero operativo canónico,14,3,3,merged_exact_tip,712,https://github.com/nachosanchezperez-ux/base-cofrade/pull/712,candidate_for_authorized_cleanup,deleted
codex/portadas-bandas-sol-carmen-20260820,30530b121da038340392242b603d7b87dd2d084b,2026-08-20T12:46:09+02:00,Carga portadas y retira la dirección de ambas bandas,1367,2,2,merged_exact_tip,69,https://github.com/nachosanchezperez-ux/base-cofrade/pull/69,candidate_for_authorized_cleanup,deleted
codex/presentacion-banderin-fondo-negro-20260901,b9ccaded0d6a2c316b5abe8b168e141c1f96c201,2026-09-01T02:20:56+02:00,Reconcilia la migración del banderín,420,2,2,merged_exact_tip,489,https://github.com/nachosanchezperez-ux/base-cofrade/pull/489,candidate_for_authorized_cleanup,deleted
codex/presentacion-fase2-20260831,351cf10e89d34048edfc982b98897e0759a93d1c,2026-09-01T00:50:11+02:00,data(bandas): completar Presentación al Pueblo fase 2,431,4,4,merged_exact_tip,482,https://github.com/nachosanchezperez-ux/base-cofrade/pull/482,candidate_for_authorized_cleanup,deleted
codex/publica-nino-jesus-san-bernardo-2026,32edd48db27cc368e93642a18ec2db4a3bafd71d,2026-09-06T08:09:57+02:00,Retira la versión local desalineada de Jesús Despojado,96,3,3,merged_exact_tip,655,https://github.com/nachosanchezperez-ux/base-cofrade/pull/655,candidate_for_authorized_cleanup,deleted
codex/reconcilia-presentacion-cierre-20260831,e7601f8913b8d81a9f4d441a461b8adf3018be31,2026-09-01T01:04:21+02:00,chore(db): elimina versión provisional del cierre de Presentación,423,2,2,merged_exact_tip,487,https://github.com/nachosanchezperez-ux/base-cofrade/pull/487,candidate_for_authorized_cleanup,deleted
codex/reconcilia-presentacion-fase2-20260831,f9e24a3844c5d899bc3816273b0ba89baeb541fd,2026-09-01T00:55:09+02:00,chore(db): elimina versión provisional de Presentación fase 2,430,2,2,merged_exact_tip,483,https://github.com/nachosanchezperez-ux/base-cofrade/pull/483,candidate_for_authorized_cleanup,deleted
codex/reconcilia-presentacion-produccion,d34add37e00b04a663ca220cac2d63bb69f89e18,2026-09-01T00:12:20+02:00,content: limpia nota pública de La Rinconada,434,3,3,merged_exact_tip,479,https://github.com/nachosanchezperez-ux/base-cofrade/pull/479,candidate_for_authorized_cleanup,deleted
codex/revisa-y-limpia-ramas-20260909,ced60c968a7b579c2b6b11d38e43da199e6150c6,2026-09-09T09:54:45+02:00,Prepara la limpieza recuperable de ramas,2,1,1,open_pr,720,https://github.com/nachosanchezperez-ux/base-cofrade/pull/720,preserve_policy,deleted_second_pass
codex/sincroniza-estado-consolacion-osuna,70ae3368febcd90a469e8e787c9cc3fd8ede1299,2026-09-06T12:07:54+02:00,Revalida el estado tras integrar la corrección musical,91,2,2,merged_exact_tip,662,https://github.com/nachosanchezperez-ux/base-cofrade/pull/662,candidate_for_authorized_cleanup,deleted
content/centuria-y-tres-caidas-logo-20260831,4856bcc60ab9855e137e73a909fda86d6832d254,2026-08-31T16:48:32+02:00,Corrige dominios remotos de carátulas,470,2,2,merged_exact_tip,458,https://github.com/nachosanchezperez-ux/base-cofrade/pull/458,candidate_for_authorized_cleanup,deleted
content/certifica-san-bernardo,2b74e3c847c4ddd8455fcc50fbb5391f9e34b93e,2026-09-05T23:24:05+02:00,Actualiza estado tras cerrar San Bernardo,132,2,2,merged_exact_tip,638,https://github.com/nachosanchezperez-ux/base-cofrade/pull/638,candidate_for_authorized_cleanup,deleted
content/cristo-sangre-cartel-pastora-2024,4ec7e6d6cc1bac4d3af5e387d84e19f9b508595b,2026-08-21T20:27:10+02:00,Dispara reconstrucción segura de medios,1278,2,2,no_pr,,,preserve_unique_work,preserved
content/horarios-templos-septiembre-2026,f2e33eb7bdf94aac3fb0ee8e34b7a80f4282d12e,2026-09-01T15:59:27+02:00,Blinda el contrato de horarios de templos,411,4,4,merged_exact_tip,499,https://github.com/nachosanchezperez-ux/base-cofrade/pull/499,candidate_for_authorized_cleanup,deleted
content/iguala-pastora-triana-20260831,aa77cb7d9971a51c3af173c29db5042a85392680,2026-08-31T23:40:12+02:00,chore: retira la versión previa no aplicada,437,5,5,merged_exact_tip,476,https://github.com/nachosanchezperez-ux/base-cofrade/pull/476,candidate_for_authorized_cleanup,deleted
content/igualas-septiembre-20260831,87559a796d2ea737fe925d3fb481fad0bc1c5ccf,2026-08-31T09:48:35+02:00,test: actualiza el historial activo de Supabase,498,4,4,merged_exact_tip,445,https://github.com/nachosanchezperez-ux/base-cofrade/pull/445,candidate_for_authorized_cleanup,deleted
content/video-traslado-risco-cantillana-20260831,ccfde4eb8595f28eba2c1cfa1e57c57d5736f5e4,2026-09-01T00:15:33+02:00,Normaliza el tipo del traslado al Risco,433,2,2,merged_exact_tip,480,https://github.com/nachosanchezperez-ux/base-cofrade/pull/480,candidate_for_authorized_cleanup,deleted
docs/certifica-la-trinidad-2026-09-04,1d994faad4f667b32bd0512985894b6490d9d116,2026-09-04T09:08:36+02:00,Ajusta la certificación musical de La Trinidad a 2026,235,7,7,merged_exact_tip,582,https://github.com/nachosanchezperez-ux/base-cofrade/pull/582,candidate_for_authorized_cleanup,deleted
docs/certifica-los-negritos,6a23b85996a55b528764c739b8cb254703f31c56,2026-09-07T01:50:07+02:00,Actualiza el estado tras Los Negritos,63,2,2,merged_exact_tip,679,https://github.com/nachosanchezperez-ux/base-cofrade/pull/679,candidate_for_authorized_cleanup,deleted
docs/cierra-arahal-los-gitanos,7d222d30e9e51acbcc98cd5b1cafe7db88062259,2026-09-01T17:03:42+02:00,Reconcilia registro idempotente de Supabase,404,2,2,merged_exact_tip,507,https://github.com/nachosanchezperez-ux/base-cofrade/pull/507,candidate_for_authorized_cleanup,deleted
docs/cierra-arquitectura-publica-final-20260823,0f53656d08c025775f95ce17e3db825c8261adaf,2026-08-23T23:30:45+02:00,Declara cerrada la Arquitectura pública,920,1,1,closed_unmerged_exact_tip,292,https://github.com/nachosanchezperez-ux/base-cofrade/pull/292,preserve_unique_work,preserved
docs/cierra-fase-consolidacion-20260824,06c0405fcc8fbfb879139a57cc6879a50d15a7d9,2026-08-24T02:24:39+02:00,Selecciona Experiencia móvil como siguiente gran frente,894,1,1,closed_unmerged_exact_tip,316,https://github.com/nachosanchezperez-ux/base-cofrade/pull/316,preserve_unique_work,preserved
docs/cierra-maestro-tejera-centuria,83b76b6a0636a24475b35d2cdef3e89abd021c21,2026-09-01T16:24:00+02:00,chore: retira el timestamp local sustituido,408,3,3,merged_exact_tip,502,https://github.com/nachosanchezperez-ux/base-cofrade/pull/502,candidate_for_authorized_cleanup,deleted
docs/cierra-smoke-transversal-20260823,cf10d50ea906968a609c8e6f48aa4521328a9740,2026-08-24T00:20:26+02:00,Reconcilia el cierre del smoke con el main vigente,919,2,2,closed_unmerged_exact_tip,308,https://github.com/nachosanchezperez-ux/base-cofrade/pull/308,preserve_unique_work,preserved
docs/clarify-functional-baseline-20260901,f51451168de5ac18a16e37de32953e7a67aecf20,2026-09-01T08:21:13+02:00,docs: estabiliza referencias de producción funcional,416,2,2,merged_exact_tip,494,https://github.com/nachosanchezperez-ux/base-cofrade/pull/494,candidate_for_authorized_cleanup,deleted
docs/estado-operativo-post-hermandades-20260823,6b9b5f308f822e63f7a4708b355837d51b6b1c00,2026-08-23T16:52:54+02:00,Compacta el estado operativo tras cerrar Hermandades,972,1,1,closed_unmerged_exact_tip,259,https://github.com/nachosanchezperez-ux/base-cofrade/pull/259,preserve_unique_work,preserved
docs/estado-y-decisiones-hc-20260823,570ae9c101786e3daf10ef91a63f88e6531a0677,2026-08-23T20:56:08+02:00,Formaliza HC-007 enlaces externos,930,6,6,no_pr,,,preserve_unique_work,preserved
docs/hc-011-patrimonio-musical-relacional,e876f76039190747481c220dbb04fd38d93957aa,2026-08-21T17:12:10+02:00,Añade casos de validación a HC-011,1300,2,2,closed_unmerged_exact_tip,122,https://github.com/nachosanchezperez-ux/base-cofrade/pull/122,preserve_unique_work,preserved
docs/prioriza-salud-grafo-20260823,b251289c3b5d5f4c5c20bb64301c4bcc7190fde5,2026-08-24T01:53:40+02:00,Prioriza la primera cola de Salud del grafo,897,1,1,closed_unmerged_exact_tip,310,https://github.com/nachosanchezperez-ux/base-cofrade/pull/310,preserve_unique_work,preserved
docs/protocolo-media-abierta-20260824,abf67dca39efd145f7809b98ce941a65aaecaa88,2026-08-24T02:16:37+02:00,Documenta el protocolo editorial de media abierta y Wikimedia,895,1,1,closed_unmerged_exact_tip,314,https://github.com/nachosanchezperez-ux/base-cofrade/pull/314,preserve_unique_work,preserved
docs/sincroniza-decisiones-hc-20260824,48a55d015ccf6d170b517b9890877cd8e7d286d3,2026-08-24T02:26:27+02:00,Corrige la revisión de decisiones frente al registro real,895,3,3,closed_unmerged_exact_tip,315,https://github.com/nachosanchezperez-ux/base-cofrade/pull/315,preserve_unique_work,preserved
docs/sincroniza-lote-bandas-20260902,fc26a4368ec486545f62ce497294abc1e9e14c4e,2026-09-02T09:02:12+02:00,Actualiza el cierre tras el avance concurrente de main,381,2,2,merged_exact_tip,526,https://github.com/nachosanchezperez-ux/base-cofrade/pull/526,candidate_for_authorized_cleanup,deleted
editorial/centuria-certificacion,603cc7d6e65045a59d1f1df5a6b4d5ff032d1f56,2026-09-02T13:52:34+02:00,Añade pruebas de certificación de Centuria,362,2,2,merged_exact_tip,545,https://github.com/nachosanchezperez-ux/base-cofrade/pull/545,candidate_for_authorized_cleanup,deleted
editorial/centuria-cierre-produccion,290d216e197de6d2afa3f38d09702d5b2d080e61,2026-09-02T13:58:48+02:00,Protege las posiciones de la Centuria en la Madrugá,360,2,2,merged_exact_tip,547,https://github.com/nachosanchezperez-ux/base-cofrade/pull/547,candidate_for_authorized_cleanup,deleted
editorial/corrige-colores-virgen-reyes,ebb24b7ca55c243b1b23d5fb237be6cb05ebc330,2026-09-02T10:47:28+02:00,Corrige los colores de Virgen de los Reyes,376,1,1,no_pr,,,preserve_unique_work,preserved
editorial/macarena-jesus-despojado-20260902,e2441e94dae1519a396657176bc67f036178a766,2026-09-02T14:01:37+02:00,Añade 20260902115551_restaura_cruz_guia_juvenil_macarena.sql,359,3,3,merged_exact_tip,549,https://github.com/nachosanchezperez-ux/base-cofrade/pull/549,candidate_for_authorized_cleanup,deleted
editorial/normaliza-historicos-bandas,32d019810312e2c8ffb10c91a89f3571045e1235,2026-09-02T11:05:39+02:00,Reconcilia la migración editorial aplicada,374,2,2,merged_exact_tip,533,https://github.com/nachosanchezperez-ux/base-cofrade/pull/533,candidate_for_authorized_cleanup,deleted
editorial/redencion-certificacion,92274197fdf71e73f2475e8768f800f898a8097c,2026-09-02T13:18:54+02:00,Cubre el cierre documental de Redención,365,2,2,merged_exact_tip,542,https://github.com/nachosanchezperez-ux/base-cofrade/pull/542,candidate_for_authorized_cleanup,deleted
editorial/tres-caidas-documental-20260902,e8ed9611560f7e450e677f7ef1142ebc13f927d5,2026-09-02T12:50:14+02:00,Ajusta la prueba al modelo de canales congelado,368,2,2,merged_exact_tip,539,https://github.com/nachosanchezperez-ux/base-cofrade/pull/539,candidate_for_authorized_cleanup,deleted
editorial/unifica-bambalinas-padre-pio,d0c1871161fa94611eef70c96096d6ae4562bdbb,2026-09-02T08:55:59+02:00,Reconciliación con main y orden de migraciones,381,2,1,merged_exact_tip,525,https://github.com/nachosanchezperez-ux/base-cofrade/pull/525,candidate_for_authorized_cleanup,deleted
editorial/virgen-reyes-redencion-20260902,1f8f516f69e87bdfe423a8e0ba82db350bbff991,2026-09-02T08:53:37+02:00,Retira la version local anterior a la aplicacion,382,3,2,merged_exact_tip,524,https://github.com/nachosanchezperez-ux/base-cofrade/pull/524,candidate_for_authorized_cleanup,deleted
feat/bandas-escudo-protagonista,33ef3ceff9ab9261e256a68395198b457e671251,2026-09-06T00:35:35+02:00,Actualiza el contrato del hero de Bandas al escudo protagonista,102,3,3,merged_exact_tip,649,https://github.com/nachosanchezperez-ux/base-cofrade/pull/649,candidate_for_authorized_cleanup,deleted
feat/borradores-hermandades-publicacion,2dd53e4ec7ef72f72fee7931fac10631cc441b05,2026-09-05T23:30:18+02:00,Aclara la edición de Hermandades en borrador,129,4,4,merged_exact_tip,639,https://github.com/nachosanchezperez-ux/base-cofrade/pull/639,candidate_for_authorized_cleanup,deleted
feat/buscador-global-hilo-20260824,67e90550df336e876a08845c751b105c45c5bfed,2026-08-24T15:33:57+02:00,Protege el contrato del buscador universal,858,7,7,merged_exact_tip,334,https://github.com/nachosanchezperez-ux/base-cofrade/pull/334,candidate_for_authorized_cleanup,deleted
feat/carteles-fiestas-hermandades,8287e5d43b7be6822576c48446c74367572e45cd,2026-08-21T13:16:38+02:00,Restaura la hoja de estilos completa,1308,2,2,merged_exact_tip,114,https://github.com/nachosanchezperez-ux/base-cofrade/pull/114,candidate_for_authorized_cleanup,deleted
feat/directorio-unificado-20260823,250d97ab952bc5b840643d5769306767ba0d38d0,2026-08-23T12:19:47+02:00,Reconcilia Directorio sin reintroducir cambios superados,988,19,18,merged_exact_tip,242,https://github.com/nachosanchezperez-ux/base-cofrade/pull/242,candidate_for_authorized_cleanup,deleted
feat/directorios-relacionales-coherentes,4500543574e583d2a29e562791ad686d0e55a1db,2026-08-21T18:40:56+02:00,Carga ajustes de logotipos en Bandas,1299,2,2,merged_pr_branch_moved,124,https://github.com/nachosanchezperez-ux/base-cofrade/pull/124,preserve_unique_work,preserved
feat/escudos-directorio-sin-marco-20260825,7bd596103b4e83dc991efe6d381fec5a28720146,2026-08-25T13:46:11+02:00,Reconciliar #346 con main actual,816,21,19,merged_exact_tip,346,https://github.com/nachosanchezperez-ux/base-cofrade/pull/346,candidate_for_authorized_cleanup,deleted
feat/hc-hero-system,76a9d43725bd933fe4cdc4d25180cb55bfa44241,2026-08-21T16:44:30+02:00,Sincroniza y convierte las portadas en una interfaz editorial de producto,1303,3,2,closed_unmerged_exact_tip,109,https://github.com/nachosanchezperez-ux/base-cofrade/pull/109,preserve_unique_work,preserved
feat/hermandades-hero-v2-baratillo-preview-20260824,27aa92b592de9c21f5e504bb60757c8a1ee90119,2026-08-24T15:26:23+02:00,Alinea la Hero V2 con la tipografía canónica de Hilo,858,12,12,closed_unmerged_exact_tip,332,https://github.com/nachosanchezperez-ux/base-cofrade/pull/332,preserve_unique_work,preserved
feat/hermandades-programa-mano-v2-20260825,ed1feb3f937f309317f971343d887049c2cfbe02,2026-08-25T21:24:24+02:00,Reconciliar #342 con main tras recuperar previews,813,27,24,merged_exact_tip,342,https://github.com/nachosanchezperez-ux/base-cofrade/pull/342,candidate_for_authorized_cleanup,deleted
feat/home-hoy-desktop-editorial-20260824,36d765e73f329f1afa95bea39a144d76c5e59313,2026-08-24T12:01:36+02:00,Añade regresión para la jerarquía editorial de Hoy en escritorio,883,4,4,merged_exact_tip,326,https://github.com/nachosanchezperez-ux/base-cofrade/pull/326,candidate_for_authorized_cleanup,deleted
feat/imagenes-portada-ficha-20260824,42e8d9fce5ce5ede02dc1a5cea8c35d5b2abd1eb,2026-08-25T11:25:56+02:00,Reconcile #337 with current main before production,820,27,24,merged_exact_tip,337,https://github.com/nachosanchezperez-ux/base-cofrade/pull/337,candidate_for_authorized_cleanup,deleted
feat/la-cena-stats-corpus,0a292c94401ad4acaaedda550a2aead4fac8d468,2026-08-20T20:10:12+02:00,feat(hermandades): show cortejo in key data,1351,4,4,merged_exact_tip,81,https://github.com/nachosanchezperez-ux/base-cofrade/pull/81,candidate_for_authorized_cleanup,deleted
feat/panel-extraordinarias-legibilidad,e91c01bf0fe4595109ccba0d27d94bac3be9d11e,2026-09-05T22:58:22+02:00,Refina la jerarquía visual del directorio de extraordinarias,137,2,2,merged_exact_tip,636,https://github.com/nachosanchezperez-ux/base-cofrade/pull/636,candidate_for_authorized_cleanup,deleted
feat/panel-inicio-todos-modulos-20260825,3efb35ad9af1e7eb5214c86ed6a1ae09087f7800,2026-08-26T10:35:48+02:00,Reconciliar #353 con main tras #360,796,26,23,merged_exact_tip,353,https://github.com/nachosanchezperez-ux/base-cofrade/pull/353,candidate_for_authorized_cleanup,deleted
